filename,n,u,ratio,sux_cpp_ef_9_2_time_build,sux_cpp_ef_9_2_time_select,sux_cpp_ef_9_2_bpk,sux_cpp_ef_9_2_time_rank,sux_cpp_ef_9_3_time_build,sux_cpp_ef_9_3_time_select,sux_cpp_ef_9_3_bpk,sux_cpp_ef_9_3_time_rank,sux_cpp_ef_10_2_time_build,sux_cpp_ef_10_2_time_select,sux_cpp_ef_10_2_bpk,sux_cpp_ef_10_2_time_rank,sux_cpp_ef_10_3_time_build,sux_cpp_ef_10_3_time_select,sux_cpp_ef_10_3_bpk,sux_cpp_ef_10_3_time_rank,sux_cpp_ef_11_2_time_build,sux_cpp_ef_11_2_time_select,sux_cpp_ef_11_2_bpk,sux_cpp_ef_11_2_time_rank,sux_cpp_ef_11_3_time_build,sux_cpp_ef_11_3_time_select,sux_cpp_ef_11_3_bpk,sux_cpp_ef_11_3_time_rank
'1_gov.bin.docs',997497,24621618,4.051e-02,2.110e+01,1.009e+01,8.135e+00,1.262e+01,2.041e+01,7.818e+00,9.406e+00,1.121e+01,1.757e+01,1.281e+01,7.340e+00,1.594e+01,1.739e+01,1.010e+01,7.976e+00,1.270e+01,1.737e+01,1.614e+01,6.943e+00,1.799e+01,1.726e+01,1.297e+01,7.261e+00,1.596e+01
