'GOV2_AVG_10M-',9.975e+05,2.462e+07,4.051e-02,5.222e+00,7.227e+00,9.406e+00,1.117e+01,4.575e+00,9.451e+00,7.975e+00,1.263e+01,4.511e+00,1.212e+01,7.268e+00,1.593e+01,4.422e+00,1.500e+01,6.961e+00,1.750e+01,4.445e+00,2.003e+01,6.802e+00,2.181e+01
'GOV2_AVG_1M-10M',9.845e+06,2.462e+07,3.998e-01,4.942e+00,1.183e+01,5.791e+00,2.497e+01,4.679e+00,1.448e+01,4.527e+00,2.681e+01,4.571e+00,1.487e+01,3.895e+00,2.852e+01,4.505e+00,1.973e+01,3.579e+00,3.343e+01,4.479e+00,2.906e+01,3.421e+00,3.809e+01
'GOV2_AVG_100K-1M',1.885e+07,2.462e+07,7.655e-01,4.756e+00,1.252e+01,4.904e+00,2.004e+01,4.544e+00,1.557e+01,3.608e+00,2.233e+01,4.355e+00,1.598e+01,2.959e+00,2.299e+01,4.327e+00,2.015e+01,2.636e+00,2.701e+01,4.311e+00,2.381e+01,2.474e+00,3.092e+01
