filename,n,u,ratio,sux_ef_9_time_build,sux_ef_9_time_select,sux_ef_9_bpk,sux_ef_9_time_rank,sux_ef_10_time_build,sux_ef_10_time_select,sux_ef_10_bpk,sux_ef_10_time_rank,sux_ef_11_time_build,sux_ef_11_time_select,sux_ef_11_bpk,sux_ef_11_time_rank,sux_ef_12_time_build,sux_ef_12_time_select,sux_ef_12_bpk,sux_ef_12_time_rank,sux_ef_13_time_build,sux_ef_13_time_select,sux_ef_13_bpk,sux_ef_13_time_rank
'1_gov.bin.docs',9845052,24622346,3.998e-01,4.942e+00,1.183e+01,5.791e+00,2.497e+01,4.679e+00,1.448e+01,4.527e+00,2.681e+01,4.571e+00,1.487e+01,3.895e+00,2.852e+01,4.505e+00,1.973e+01,3.579e+00,3.343e+01,4.479e+00,2.906e+01,3.421e+00,3.809e+01
