filename,n,u,ratio,sux_cpp_ef_9_2_time_build,sux_cpp_ef_9_2_time_select,sux_cpp_ef_9_2_bpk,sux_cpp_ef_9_2_time_rank,sux_cpp_ef_9_3_time_build,sux_cpp_ef_9_3_time_select,sux_cpp_ef_9_3_bpk,sux_cpp_ef_9_3_time_rank,sux_cpp_ef_10_2_time_build,sux_cpp_ef_10_2_time_select,sux_cpp_ef_10_2_bpk,sux_cpp_ef_10_2_time_rank,sux_cpp_ef_10_3_time_build,sux_cpp_ef_10_3_time_select,sux_cpp_ef_10_3_bpk,sux_cpp_ef_10_3_time_rank,sux_cpp_ef_11_2_time_build,sux_cpp_ef_11_2_time_select,sux_cpp_ef_11_2_bpk,sux_cpp_ef_11_2_time_rank,sux_cpp_ef_11_3_time_build,sux_cpp_ef_11_3_time_select,sux_cpp_ef_11_3_bpk,sux_cpp_ef_11_3_time_rank
'1_gov.bin.docs',18848601,24622345,7.655e-01,1.631e+01,1.601e+01,3.748e+00,2.335e+01,1.593e+01,1.303e+01,4.901e+00,2.103e+01,1.576e+01,1.642e+01,3.027e+00,2.364e+01,1.528e+01,1.595e+01,3.604e+00,2.393e+01,1.538e+01,2.148e+01,2.667e+00,2.880e+01,1.517e+01,1.623e+01,2.955e+00,2.366e+01
