filename,n,u,ratio,sux_ef_9_time_build,sux_ef_9_time_select,sux_ef_9_bpk,sux_ef_9_time_rank,sux_ef_10_time_build,sux_ef_10_time_select,sux_ef_10_bpk,sux_ef_10_time_rank,sux_ef_11_time_build,sux_ef_11_time_select,sux_ef_11_bpk,sux_ef_11_time_rank,sux_ef_12_time_build,sux_ef_12_time_select,sux_ef_12_bpk,sux_ef_12_time_rank,sux_ef_13_time_build,sux_ef_13_time_select,sux_ef_13_bpk,sux_ef_13_time_rank
'1_gov.bin.docs',18848601,24622345,7.655e-01,4.756e+00,1.252e+01,4.904e+00,2.004e+01,4.544e+00,1.557e+01,3.608e+00,2.233e+01,4.355e+00,1.598e+01,2.959e+00,2.299e+01,4.327e+00,2.015e+01,2.636e+00,2.701e+01,4.311e+00,2.381e+01,2.474e+00,3.092e+01
