filename,n,u,ratio,mean_gap,stddev_gap,mean_run,stddev_run,array_time_build,array_time_select,array_bpk,array_time_rank,ef_sd_time_build,ef_sd_time_select,ef_sd_bpk,ef_sd_time_rank,rrr_15_time_build,rrr_15_time_select,rrr_15_bpk,rrr_15_time_rank,rrr_31_time_build,rrr_31_time_select,rrr_31_bpk,rrr_31_time_rank,rrr_63_time_build,rrr_63_time_select,rrr_63_bpk,rrr_63_time_rank,rrr_127_time_build,rrr_127_time_select,rrr_127_bpk,rrr_127_time_rank,rle_32_time_build,rle_32_time_select,rle_32_bpk,rle_32_time_rank,rle_64_time_build,rle_64_time_select,rle_64_bpk,rle_64_time_rank,rle_96_time_build,rle_96_time_select,rle_96_bpk,rle_96_time_rank,rle_128_time_build,rle_128_time_select,rle_128_bpk,rle_128_time_rank,rle_160_time_build,rle_160_time_select,rle_160_bpk,rle_160_time_rank,la_vector_6_time_build,la_vector_6_time_select,la_vector_6_bpk,la_vector_6_time_rank,la_vector_6_segments,la_vector_7_time_build,la_vector_7_time_select,la_vector_7_bpk,la_vector_7_time_rank,la_vector_7_segments,la_vector_8_time_build,la_vector_8_time_select,la_vector_8_bpk,la_vector_8_time_rank,la_vector_8_segments,la_vector_9_time_build,la_vector_9_time_select,la_vector_9_bpk,la_vector_9_time_rank,la_vector_9_segments,la_vector_10_time_build,la_vector_10_time_select,la_vector_10_bpk,la_vector_10_time_rank,la_vector_10_segments,la_vector_11_time_build,la_vector_11_time_select,la_vector_11_bpk,la_vector_11_time_rank,la_vector_11_segments,la_vector_12_time_build,la_vector_12_time_select,la_vector_12_bpk,la_vector_12_time_rank,la_vector_12_segments,la_vector_13_time_build,la_vector_13_time_select,la_vector_13_bpk,la_vector_13_time_rank,la_vector_13_segments,la_vector_14_time_build,la_vector_14_time_select,la_vector_14_bpk,la_vector_14_time_rank,la_vector_14_segments,la_vector_opt_time_build,la_vector_opt_time_select,la_vector_opt_bpk,la_vector_opt_time_rank,la_vector_opt_segments,elias_delta_4_time_build,elias_delta_4_time_select,elias_delta_4_bpk,elias_delta_4_time_rank,elias_gamma_4_time_build,elias_gamma_4_time_select,elias_gamma_4_bpk,elias_gamma_4_time_rank,elias_delta_5_time_build,elias_delta_5_time_select,elias_delta_5_bpk,elias_delta_5_time_rank,elias_gamma_5_time_build,elias_gamma_5_time_select,elias_gamma_5_bpk,elias_gamma_5_time_rank,elias_delta_6_time_build,elias_delta_6_time_select,elias_delta_6_bpk,elias_delta_6_time_rank,elias_gamma_6_time_build,elias_gamma_6_time_select,elias_gamma_6_bpk,elias_gamma_6_time_rank,elias_delta_7_time_build,elias_delta_7_time_select,elias_delta_7_bpk,elias_delta_7_time_rank,elias_gamma_7_time_build,elias_gamma_7_time_select,elias_gamma_7_bpk,elias_gamma_7_time_rank,uniform_hyb0_time_build,uniform_hyb0_select,uniform_hyb0_sequence_bpk,uniform_hyb0_rank,uniform_hyb0_estimate_bpk,uniform_hyb0_ef,uniform_hyb0_rcbv,uniform_hyb0_allones,uniform_hyb1_time_build,uniform_hyb1_select,uniform_hyb1_sequence_bpk,uniform_hyb1_rank,uniform_hyb1_estimate_bpk,uniform_hyb1_ef,uniform_hyb1_rcbv,uniform_hyb1_allones,partitioned_hyb0_time_build,partitioned_hyb0_select,partitioned_hyb0_bpk,partitioned_hyb0_rank,partitioned_hyb0_estimate_bpk,partitioned_hyb0_n_ef,partitioned_hyb0_ef,partitioned_hyb0_n_rcbv,partitioned_hyb0_rcbv,partitioned_hyb0_n_allones,partitioned_hyb0_allones,partitioned_hyb0_n_segments,partitioned_hyb0_segments,partitioned_hyb1_time_build,partitioned_hyb1_select,partitioned_hyb1_bpk,partitioned_hyb1_rank,partitioned_hyb1_estimate_bpk,partitioned_hyb1_n_ef,partitioned_hyb1_ef,partitioned_hyb1_n_rcbv,partitioned_hyb1_rcbv,partitioned_hyb1_n_allones,partitioned_hyb1_allones,partitioned_hyb1_n_segments,partitioned_hyb1_segments,partitioned_hyb2_time_build,partitioned_hyb2_select,partitioned_hyb2_bpk,partitioned_hyb2_rank,partitions_hyb2_estimate_bpk,partitioned_hyb2_n_ef,partitioned_hyb2_ef,partitioned_hyb2_n_rcbv,partitioned_hyb2_rcbv,partitioned_hyb2_n_allones,partitioned_hyb2_allones,partitioned_hyb2_n_segments,partitioned_hyb2_segments,s18_1_time_build,s18_1_select,s18_1_bpk,s18_1_rank,s18_2_time_build,s18_2_select,s18_2_bpk,s18_2_rank,s18_3_time_build,s18_3_select,s18_3_bpk,s18_3_rank,s18_4_time_build,s18_4_select,s18_4_bpk,s18_4_rank,s18_5_time_build,s18_5_select,s18_5_bpk,s18_5_rank
'1_gov.bin.docs',997497,24621618,4.051e-02,2.468e+01,1.847e+03,5.170e+00,1.363e+03,2.191e-01,1.572e+00,3.200e+01,3.503e+01,4.718e+00,2.508e+01,7.310e+00,2.861e+01,1.266e+01,1.206e+02,9.418e+00,1.774e+01,1.248e+01,1.397e+02,5.938e+00,3.427e+01,9.060e+00,1.500e+02,3.935e+00,4.227e+01,9.868e+00,1.866e+02,2.796e+00,6.009e+01,7.336e+01,3.921e+03,2.451e+00,1.544e+02,7.277e+01,2.039e+03,2.265e+00,1.624e+02,7.263e+01,1.085e+03,2.200e+00,1.759e+02,7.245e+01,1.144e+03,2.166e+00,2.084e+02,7.242e+01,6.228e+02,2.145e+00,2.326e+02,2.602e+01,1.682e+01,9.308e+00,4.775e+01,22270,2.506e+01,1.665e+01,8.990e+00,5.106e+01,14677,2.467e+01,1.461e+01,9.415e+00,4.974e+01,9159,2.454e+01,1.625e+01,9.827e+00,5.935e+01,5460,2.423e+01,1.558e+01,1.045e+01,6.414e+01,3160,2.405e+01,1.661e+01,1.125e+01,7.106e+01,1784,2.363e+01,1.633e+01,1.213e+01,7.527e+01,989,2.355e+01,1.532e+01,1.308e+01,8.302e+01,547,2.351e+01,1.524e+01,1.404e+01,8.958e+01,289,4.143e+02,1.678e+01,2.970e+00,5.672e+01,3707,9.437e+00,3.253e+01,5.197e+00,1.767e+02,7.796e+00,3.272e+01,5.182e+00,1.583e+02,9.547e+00,4.337e+01,3.704e+00,2.168e+02,7.779e+00,4.354e+01,3.689e+00,1.804e+02,9.475e+00,6.200e+01,2.958e+00,3.034e+02,7.968e+00,6.157e+01,2.942e+00,2.388e+02,9.532e+00,9.882e+01,2.585e+00,4.945e+02,7.723e+00,9.795e+01,2.569e+00,3.664e+02,3.947e+00,7.465e+01,3.469e+00,9.809e+01,3.469e+00,7793,0,0,1.952e+00,5.673e+01,1.999e+00,1.021e+02,1.999e+00,1781,661,5351,1.325e+02,1.135e+02,3.216e+00,1.143e+02,3.216e+00,997497,2497,0,0,0,0,0,0,1.507e+02,6.906e+01,1.673e+00,1.184e+02,1.673e+00,200512,1503,108410,453,688575,44,0,0,3.043e+03,7.855e+01,1.675e+00,1.281e+02,1.675e+00,200583,1487,108002,442,96073,37,592839,17,2.799e+01,3.973e+01,3.928e+00,5.526e+01,2.558e+01,5.753e+01,2.840e+00,8.012e+01,2.456e+01,1.005e+02,2.311e+00,1.239e+02,2.392e+01,1.714e+02,2.053e+00,2.142e+02,2.371e+01,3.137e+02,1.927e+00,4.034e+02
