filename,n,u,ratio,sux_cpp_ef_9_2_time_build,sux_cpp_ef_9_2_time_select,sux_cpp_ef_9_2_bpk,sux_cpp_ef_9_2_time_rank,sux_cpp_ef_9_3_time_build,sux_cpp_ef_9_3_time_select,sux_cpp_ef_9_3_bpk,sux_cpp_ef_9_3_time_rank,sux_cpp_ef_10_2_time_build,sux_cpp_ef_10_2_time_select,sux_cpp_ef_10_2_bpk,sux_cpp_ef_10_2_time_rank,sux_cpp_ef_10_3_time_build,sux_cpp_ef_10_3_time_select,sux_cpp_ef_10_3_bpk,sux_cpp_ef_10_3_time_rank,sux_cpp_ef_11_2_time_build,sux_cpp_ef_11_2_time_select,sux_cpp_ef_11_2_bpk,sux_cpp_ef_11_2_time_rank,sux_cpp_ef_11_3_time_build,sux_cpp_ef_11_3_time_select,sux_cpp_ef_11_3_bpk,sux_cpp_ef_11_3_time_rank
'1_gov.bin.docs',9845052,24622346,3.998e-01,2.193e+01,1.542e+01,4.657e+00,2.760e+01,2.193e+01,1.249e+01,5.783e+00,2.549e+01,2.142e+01,1.572e+01,3.954e+00,2.855e+01,2.138e+01,1.549e+01,4.517e+00,2.784e+01,2.134e+01,2.122e+01,3.602e+00,3.383e+01,2.112e+01,1.567e+01,3.884e+00,2.869e+01
