'GOV2_AVG_10M-',9.975e+05,2.462e+07,4.051e-02,2.110e+01,1.009e+01,8.135e+00,1.262e+01,2.041e+01,7.818e+00,9.406e+00,1.121e+01,1.757e+01,1.281e+01,7.340e+00,1.594e+01,1.739e+01,1.010e+01,7.976e+00,1.270e+01,1.737e+01,1.614e+01,6.943e+00,1.799e+01,1.726e+01,1.297e+01,7.261e+00,1.596e+01
'GOV2_AVG_1M-10M',9.845e+06,2.462e+07,3.998e-01,2.193e+01,1.542e+01,4.657e+00,2.760e+01,2.193e+01,1.249e+01,5.783e+00,2.549e+01,2.142e+01,1.572e+01,3.954e+00,2.855e+01,2.138e+01,1.549e+01,4.517e+00,2.784e+01,2.134e+01,2.122e+01,3.602e+00,3.383e+01,2.112e+01,1.567e+01,3.884e+00,2.869e+01
'GOV2_AVG_100K-1M',1.885e+07,2.462e+07,7.655e-01,1.631e+01,1.601e+01,3.748e+00,2.335e+01,1.593e+01,1.303e+01,4.901e+00,2.103e+01,1.576e+01,1.642e+01,3.027e+00,2.364e+01,1.528e+01,1.595e+01,3.604e+00,2.393e+01,1.538e+01,2.148e+01,2.667e+00,2.880e+01,1.517e+01,1.623e+01,2.955e+00,2.366e+01
